id,tweet
1388384483569659906,@DmAmethi do we have any bed with oxygen cylinder available in L2 hospital tiloi one Covid patient needs imidiate treatment @smritiirani @UPGovt please contact @vishnu91290 if any possibility
1388384483569659906,@DmAmethi do we have any bed with oxygen cylinder available in L2 hospital tiloi one Covid patient needs imidiate treatment @smritiirani @UPGovt please contact @vishnu91290 if any possibility
1388561491444469761,@SonuSood Patient details :  Name : KP Sen  Age :69 Requirement: ICU Oxygen bed  Current O level : 70  Contact : 07769040463 Location : Delhi
1388405890592624640,@BSYBJP @narendramodi @BJP4India @BJP4Karnataka When will it arrive? I heard hospitals haven't received any stock yet.
1389045530542497792,"Viral News #coronavirus patient alleges being 'kept next to bodies' at #Delhi #Hospital, charge refuted  https://t.co/4zW1xEyyYA"
1389950699765592065,@ips_patil @CPBlr @BlrCityPolice Sir allotment obrigidre brrewr occupy madiddare swalpa nodi. Sapthagiri hospital Yelahanka Bu no 779668. Contact number+918951556290. Help agodidre nodi papa oddadtiddare. Vikram hospital alli bed gagi pardadtidru.
1388565798176710660,"Yesterday one of my friend died due to oxygen deficiency, I was helpless, in the morning I got a call that just passed away due to cardiac arrest, it's not counted in Corona death...Real deaths are higher than shown...Be safe  https://t.co/f4Szf7ZPEJ"
1388551050508996608,@MoharBasu Need help with ICU bed in Jamshedpur for a friend's father with oxygen level &gt;70. Can you help?
1389657317734449154,"@SocialSlack @venkatesh_rvk14 3. Same evening DK surest n Nalapad makes a video regarding this n in an hour or two, oxygen will b arranged by them 4. Yesterday to supplement wit kalburgi oxygen shortage..   Der s a clear cut pattern n nexus to malign d govt s wat I feel... I might b wrong"
1389992392170688512,"Pls reduce the cost of covid RT-PCR testing on Pvt labs in TN. Kerala does it at Rs.500, but our TN Private labs charging Rs.2500. With govt hospitals overwhelmed by many patients, I urge newly sworn in TN government  to consider this plea @mkstalin @Udhaystalin  #COVIDSecondWave"
1389830131485593603,#oxygen  https://t.co/sTUeIakB0Y
1388910603972976643,Understand that proning is indeed helpful in improving the oxygen levels in human bodies. It is highly recommended to the patients who witness the oxygen drop level below 94. Take a look at this to understand the technique better so that you can adopt it in your everyday life.  https://t.co/ielwhqIFOX
1389459269246799873,"Aurobindo Medical College (PVT) #Indore  #Isolationbeds 45 #OxygenBed 14  #Verified at 7:24AM, 4/5 Rajeev Singh : 7314231293  Aurobindo Medical College &amp; Hospital (CONTRACT) #Oxygen Supported: 49  Verified at 8:12AM, 4May राजीव सिंह: 7697102102 #BedsAvailable #CovidHelp"
1389877191467405316,"@mla_sudhakar Sorry Dr. Sudhakar, the reality is totally different. Cowin shows a handful of hospitals for 18+ under BBMP but all are showing directly booked. So we need to keep checking the portal without doing any other work. This very sad state of affairs."
1388766002687578114,@ANI Yaay!! Sare TMC supporters ko oxygen cylinder milega.
1389528747448037376,"Samsung Pledges USD 5 M to India’s Fight Against Covid-19 •100 Oxygen Concentrators, 3,000 Oxygen Cylinders and 1M LDS syringes  •Company will also cover Covid-19 vaccination costs for over 50,000 employees"
1388893224979238913,"Looking for ICU Beds in Bangalore for 69 years old, O2 levels dropping despite being on 15 Litres of Oxygen Cylinder. Please inbox On 9959633347 #CovidSOS #COVIDEmergency #ICUBedNeeded #bangalorecovid #BangaloreSOS"
1389487092904775682,"IPL suspended. Kangana Ranaut twitter account suspended.  Now if only, someone can share that the oxygen situation in India is sorted, today might just be the greatest day!"
1389633555349737472,"@Tejasvi_Surya  Emergency: Need ICU bed for my uncle.  Name: Keshavan. D Age:66 Oxygen level: below 80 BU number:709816 SRF ID: 2952511403377 Currently admitted : Digvish Hospital, Vidyapeeth circle Patient area: Byatarayan Pura #COVIDBengaluru  #COVIDEmergency  @mla_sudhakar"
1388457656331816960,"@Joganindia @Nepotism_kill @_Rohit_Kalra_ @thetimes Today when most of the states are delaying their vaccination program indefinitely, we have hospitals like apollo and fortis starting vaccination for the previlidged from tomorrow in major cities. The rich can afford icu beds too fyi"
1389180665426432002,"@PawriHoraiHai @mufaddal_vohra If he followed in green channel, how can Chakravarthy get positive, something had happened in hospital while scanning or got contact with someone there..."
1390184495324667908,"Sri M launches the COVID info portal for COVID related resources for all - Hospitals, Ambulance, Oxygen, Medicines etc. collated and verified by Satsang Seva Mission volunteers.   Visit :  https://t.co/T06gQc9T7d   Please share  #CovidHelpOnline #COVID19India #IndiaFightsCorona  https://t.co/vfVdhrxzA0"
1389527725216518144,Middlemen have infiltrated BBMP war room and are misleading covid patients about govt quota thus coaxing them into getting admitted to private hospitals   https://t.co/cIvqySIbU2
1390000709890838528,"A person inhales #oxygen equivalent to 3 cylinders per day  1 oxygen cylinder refilling cost is Rs - 700 which means Rs -2100/day &amp;Rs 7,66,500/annum. For average life of 65 years , it will be rs 5 crores , that is the value of #air which we get free from #plants #PlantTrees"
1389425085551763460,"#CovidIndia: Seven ISO tankers with 20 MT Liquid Medical Oxygen (LMO) each arrive at Mundra Port. First such shipment of LMO to India. Deeply value the support from #UAE, says @MEAIndia spokesperson  https://t.co/2DD2ZhLJjN"
1390128906871578624,Need Urgent ICU HDU bed in Bengaluru. Oxygen level of the patient (Senior Citizen) is very low and  he is currently in St John Hospital Koramangala where he is in general ward . Please contact Dinesh - 9538789065. Jammwalions please share and help 🙏
1388507851031662603,7060478365 Aligarh Oxygen refill Verified at 7:44 pm #Verified #Aligarh #Oxygen
1389130550615629826,24 Deaths In 2 Hours: Karnataka Hospital Tragedy As Oxygen Supply Drops
1389237880145387526,@ARanganathan72 @TimesNow @RShivshankar Intensive care/Critical care/icu doctors are the ones who should be calling the shots of preparedness now.  If they say we are loosing patients due to lack of oxygen/icu/ventilators or they have to ration the resources rather than rationalise treatment. We need Lockdown. 🙏 3/n
1389126847561043968,"Reported Deaths due to Oxygen shortage  24 in Chamarajanagar,Karnataka.  5 in Meerut, UP.  5 in Kurnool, AP."
1388395101416607745,"@kushal_mehra Modi govt, with 300+ seats is still endorsing socialism. It could have had a better '2nd wave strategy' well in Nov 2020 - about stocking oxygen, check for preparedness for the worst, fund vaccine developers in Jan"
1388554600471429122,@BhavikaKapoor5 28% GST on Oxygen???  This is utter irresponsible and  just madness.
1389886168779481088,'We are dying inside': Indian doctor at Batra Hospital of 45years as a doctor on losing patients to Covid...CNN reporter states that he has not seen on the ground the oxygen supplies coming in from abroad... @FareedZakaria @DrEricDing @ndtv   https://t.co/ekvzLUtIhC via @YouTube
1389233826866470912,कोरोना मरीजों के लिए कितनी ऑक्सीजन जरूरी है ? क्या ऑक्सीजन कंसंट्रेटर पर्याप्त है ?  https://t.co/ocais7ClPR #oxygen #coronavirus #coronavirusvaccine #delhi #india #newdelhi #ऑक्सीजन #कोरोनावायरस
1389234230631170051,"Why not use funds to establish Emergency hospital in existing buildings,  schools..., recruit staff, buy Ambulance, critical medicines. Don't let people die gasping on roads or in homes."
1388446861225123844,Our Kannada Actor #ArjunGowda turns into an Ambulance driver to serve the needs!  Great gesture from him and a big salute to his fearless attitude! Much power to him❤️🔥  #COVID19 #COVIDEmergency  https://t.co/iwSXDhpEqW
1388799162683035649,"@easha_nlu @SureshProdns @RRRMovie Nimra Medical College Hospital (Near Ibrihampatnam-vijayawada) if oxygen level above 85 you will get bed. For below 90, need to look for cylinder first. DM to @deepaksomisetty for cylinders."
1389972742154244097,"My mom(56years) &amp; wife(28years) both tested positive a week ago. My wife received more than 3 calls a day from @bbmp however, mom didn’t receive any!  Is it a scam that they knew youths won’t admit to hospitals so the beds were booked in their name @Tejasvi_Surya @Offtejasvisurya"
1390175043892613123,"#Saptagiri's Rs.1 Lakh Financial Help To Director #NandyalaRavi  Director Nandyala Ravi, whose condition was serious until now, due to Coronavirus, He has been receiving treatment at a hospital, Actor Saptagiri has come forward and donated Rs. 1 Lakh from his side  @IAmSaptagiri  https://t.co/Ctx5vSN9NM"
1388715177269284864,@BSYBJP It should be made mandatory for hospitals with 200+ beds to generate their own oxygen requirement. Allow several hospitals to collaborate and install a single plant
1390003670083805185,@SonuSood @SoodFoundation  Urgent requirement for Ventilator in Delhi Kindly Help🙏🙏🙏🙏  https://t.co/r2EK75KWmd
1389094933177323523,"Horrifying news coming in from Chamarajanagar. 24 died in Govt hospital without oxygen. Blame games between ministers,DC has started. Why isn't there a transparent monitoring system for oxygen availability? Bring this up...  #COVIDIndia #Chamarajanagar #Mysuru"
1388773013110231049,@mla_sudhakar @DHFWKA @BBMPCOMM @BJP4Karnataka @Tejasvi_Surya requesting you to help us in managing hospital bills for my father in law's covid-19 admission in MS Ramaiah hospital .. It's 26 days now &amp; still he is fighting it out on non invasive ventilator in covid ICU (1/2)
1389641202106961920,"@AdityaRajKaul Please verify first  Delhi 9654535285 rohini 9310586617 ambedkar hospital These r #verified* 30 beds h Sardar Patel COVID Centre, #Delhi - 500 oxygen and ventilator beds available till 11.10 pm Verified Delhi bed available 011-26655959 011-26655969"
1389145691469991937,"Shivakumar Kalasad to probe, submit report of 23 deaths in #Chamarajanagar hospital due to O2 shortage @NewIndianXpress @XpressBengaluru @santwana99 @DChamarajanagar @DHFWKA @MoHFW_INDIA @PMOIndia @drharshvardhan @mla_sudhakar @INCKarnataka @BJP4Karnataka @JanataDal_S @DC_Mysuru  https://t.co/FRp31mMz7Q"
1388722570279604231,@DCMysuru Urgently need ICU bed for 64 Years old patient with saturation level at 70 in @mysuru. Please help. +919591579770. #ICUBeds #Ventilator
1389215670936621056,Oxygen Portable Cylinders with supplies all over India. If any one require can call directly 9814145420. +91 98805 98624: JAN SEWA NO PROFIT NO LOSS  Any family in need of oxygen can reach 8447390017 12 ltr oxygen @ Rs.400/- only.  No profit No loss.
1389120813584969729,@indiacares_2020 HI. Need any lead for oxygen cylinder in UP.  I am from Bangalore and my friend admitted to a hospital in Bulandshahar
1390153375237349380,"@PradyUvacha @vijayshekhar True. But what plant be retrofitted in premise to a hospital? Can cryogenic cooling and separation plants be installed here? If not then, PSA tech is the only option. In which case, why not bedside concentrators? For greater than 15LPM, sourced O2 cylinders are the only option"
