id,tweet
1388555158192230400,A person died today outside hospital  while waiting to get admitted. No test was done. No symptoms until yesterday. But a family member was positive. She didn’t get tested.  Please be aware that everyone must be tested if one of the family members tests positive. #IsolateAndTest  https://t.co/xMtmo4TAyk
1388555158192230400,A person died today outside hospital  while waiting to get admitted. No test was done. No symptoms until yesterday. But a family member was positive. She didn’t get tested.  Please be aware that everyone must be tested if one of the family members tests positive. #IsolateAndTest  https://t.co/xMtmo4TAyk
1388416357339844608,Need empty oxygen cylinder in jhansi
1389497168872964097,"Siddaramaiah, DK Shivakumar Visits Chamarajanagar Dist Hospital After Patients Dies Over Oxygen Shortage  Video Link ►  https://t.co/Kmv2QboNgg  #Siddaramaiah #DKShivakumar #Chamarajanagar #DistrictHospital #OxygenShortage #OxygenCrisis #TV9Kannada #KannadaNews  https://t.co/0FkG7UZ7dy"
1389451064013778951,@vishrut_goyal @GautamGambhir Rakbanj Sahib Gurudwara started with a facility of 250 oxygen beds.  Please visit and het help. It has started today morning at 8am.
1389893282226794496,"@Tejasvi_Surya   Is this below request is from ur team  Hi Everyone, Since today Rajiv Gandhi hospital, Jayanagar has been allocated as COVID hospital. There are lot of beds available, it is still not listed in BBMP website. please share to your known people it might help who are"
1388820796894818305,"#Bengaluru Need #Blood Type :  B-negative At : Cratis Hospital, Kothanur Blood Component : Need Plasma from B-ve #Covid19 recovered patient Number of Units : 2 Primary Number : 9901927867 Secondary Number : 9916737363  Via: @isha_pant #BloodMatters  #SRKBLRCovidHelp"
1389613972656050179,@siddaramaiah avre nimma pakshyad karyakartru kannadigaranna saista iddare.  @INCKarnataka workers are killing corona patients by systematically blocking oxygen beds. Congis make money out of public misery&amp;blame  @BSYBJP.That's how @INCIndia  plays politics.
1389063619111886851,"@WeAreBangalore SOS Guys need Oxygen for two people in Madiwala, Bangalore whose oxygen is below 70 and is in critical condition.  Contact person:  Martin: 77957 47498 Please help"
1389973711541870593,"@HospitalsApollo @fortis_hospital @MedicaEasternIn @KIMShospital @covid19indiaorg @COVIDHelpNet  35-year-old man, urgent need of ECMO machine at Medanta Lucknow. Patient very fragile. Bp 160/90 Fyo2 100  saturation 90 Heart rate 110 Peep-10 Contact no. 9999883340 pls help"
1388795605221220355,@iScrew @goeltm_tg I will try organize oxygen but will surely say that i never voted BJP in my lifetime until now.
1388307540832768000,"@kumaranubhav14 @sushantsinha Poor people anyways don't have connections / can't afford hospitals. Let people pay whatever fees charged by Hosp. Let rich get vaccinated. Atleast it will bring some immunity in the community (and free up beds) Afterall, we all are humans and this chain of tragedy needs to break"
1389855981891432448,two karnataka ias officers spar over 24 oxygen shortage deaths in chamarajanagar  https://t.co/lrmpkJm5sp  https://t.co/DkKnzluibf
1389468688491814912,"ಬೆಂಗಳೂರಿನಲ್ಲೂ ಹಾಹಾಕಾರ: 300 ಟನ್‌ ಆಕ್ಸಿಜನ್‌ ಬೇಕು, ಶೇ.40 ಕೂಡ ಸಿಗುತ್ತಿಲ್ಲ! #Oxygen #Bengaluru #KarnatakaFightsCorona  https://t.co/4t1yjF36PZ"
1389239675810951173,"Journalist critic Rajeev Masand is critical, as he is battling from COVID 19, admitted in Kokilaben hospital in Mumbai. We wish him a speedy recovery.   #rajeevmasand #covid_19 #getwellsoon  https://t.co/DVMheLF0Qj"
1389142786343989252,Deeply pained and shocked by the loss of lives at the Chamarajnagara district hospital. I express my heartfelt condolences to the family members. Government stands firmly with the bereaved families in their hour of grief.  (1/2)
