id,tweet
1389873014993530882,"SILICON MICROSYSTEMS BENGALURU  OXYGEN CONCENTRATOR 5Ltr, 90% concentration adjustable.  Price: Rs.66,000/- + GST 12% Delivery: 18th May 2021 to your door step Payment: 50% advance along with order, balance against delivery  Jayachandra Aaradhya 9844040444 aradhya@simsindia.net  https://t.co/RfOTYXtNIR"
1389873014993530882,"SILICON MICROSYSTEMS BENGALURU  OXYGEN CONCENTRATOR 5Ltr, 90% concentration adjustable.  Price: Rs.66,000/- + GST 12% Delivery: 18th May 2021 to your door step Payment: 50% advance along with order, balance against delivery  Jayachandra Aaradhya 9844040444 aradhya@simsindia.net  https://t.co/RfOTYXtNIR"
1388797528682811392,@DC_Hazaribag Will you arrange oxygen cylinder and icu bed for Hazaribagh people. Or just leave the seat.
1388533501910085637,@LicypriyaK Can you help me! I have to send 2 oxygen concentrator to india for relatives. Any cheaper shipping service? 🙏🏻
1389161786683772928,"Only three people died due to the shortage of oxygen between 12 am and 3 am at Chamarajanagar Institute of Medical Sciences, says @nimmasuresh @mla_sudhakar @DeccanHerald"
1389148429880680450,@utkarshtalks @SatanAtWink There isn't any Apollo hospital in Bommanahalli. Any idea which hospital is this?
1389105496481689607,@harryjohal1982 @rakhitripathi Well many like you also want hospitals and I have no problem except that don't call yourself religious
1389988717708775427,"Vaccinations process in all hospital center s should immediately stopped, ward wise door to door vaccination through medical van procedure is a good solution, cloud of people is very dangerous in Covid19, un satisfaction with govt arrangements will also down..."
1389495677638512642,"@Trinamool @MamataOfficial @derekobrienmp  Now start on war footing Corona rescue and rehabilitation of affected people. Medical, hospital beds and oxygen supply improve. No politics Pls and no blame game on other's."
1388433094370205698,"@MeNoTroller @WeAreBangalore I completed blood tests at Manipal hospitals, HAL old airport road. You can enter from main gate , go to  -1 &amp; ask any security guard about Lab. Carry double mask , gloves and sanitiser. Report will be given in 4 hrs."
1389637169350774788,@Tejasvi_Surya Hats off to you sir ... for removing corruption within hospitals during this pandemic. If get a chance I want to work for you to remove corruption from root level. So that beds are available for the needy
1388837974729658369,@ArvindKejriwal @mkstalin Fuck off with the election victories and do focus on facilitating the oxygen and bed supply to the needy at free of cost or reasonable price. Govt. Is doing fake promises that we will get this much supply of oxygen but nothing comes up on the ground and people are dying on roads
1390125421677539331,Patient Name - ANN Samrat Area location - Ulsoor/Cambridge layout Age - 70 Urgently need Ventilator + ICU Covid test - done but test result not received #covidbengaluru #covidhelp #CovidHelpOnline #Covid19IndiaHelp #Bengaluru  #covidemergency
1389480647631069185,@BlrCityPolice @DcpComdCentre @CPBlr @DgpKarnataka Good move sir but BBMP / hospitals should ideally directly procure &amp; supply to patients. Instead the onus is on COVID patients and their family to find the miscreant.
1389268560170475522,Its in Bangalore verified at 9:29pm 03/05  SLV Industrial Gases 9900645566 #OxygenSupply&gt;#refill only OXYGEN REFILLS. they don't sell cylinders  disclaimer: point of contact verified. please do your due diligence before purchasing #SRKBLRCovidHelp Via&gt;@AaminaA16  @Team_Sudeepians
1388370733412151297,@shreya70942839 hi please arrange oxygen cylinder it’s urgent🙏🙏🙏
1389838639463424001,Military hospital Ranchi Namkum is not allowing civilian to get vaccinated at their hospital. @adgpi @PMOIndia  @drharshvardhan @jharkhand181 @sore  https://t.co/tQGUtEcUpd
1389588481479823361,"@nagarjund @ShefVaidya Our people are sick!!  Even in times of pandemic they try to exploit!!!  Bribe for Bed, Fake Remdesivir, Selling of Remdesivir n other med in black.. O2 cylinders, exploitation by ambulance drivers!!...  OMG where is my country heading 😫"
1389062467146248194,"@thewire_in 👇In any other country death in a hospital due to lack of oxygen or unavailability of a ventilator would be cause of a multi-million dollar malpractice lawsuit.   We, in the lap and the land of the gods, are content to talk about ‘kismet’. ✅"
1389317206819827712,@brajeshlive Asal me galti logo ki hi hai aaj bhi log netao se nahi puchte hai ki hospital school colleges kyun nahi bane MP MLA se nahi puch rahe hai ki dilwao oxygen apni fortuner becho ya jaguar koi matlab nahi dilwao Black me kharido ya government se bolo par log apna ghar nahi jale  bs..
1389829305266442244,"Modi sarkar will start increasing the fuel prices, in another 15 days India will forget 2nd wave, oxygen, beds, hospitals, ICU will be fighting on fuel prices hike.. Politicians have mastered the art of troubling the people such that they only have a short memory"
1389538893805015042,"Going through such a horrible situation . No beds, No ICU, No Oxygen. All organizations are trying on their own. Don't know what govt is doing when they needed most. Sir, do something,  people are dying . BBMP guys taking money against bed news are around.  @CMofKarnataka"
1389978473360285699,@PrachiPagaria @srinivasiyc @Tejasvi_Surya @BJYM @WeAreBangalore This number provides ambulance only. ..
1388727554001887238,"Message and worked with Manivanan IAS, they spoke to DM Jhansi to know where beds were available in Jhansi and in about an hours time beds were arranged at Narayana hospital...our IAS officers are going way beyond their boundaries to help citizens 🙏"
1389637739331547140,Patient details: 1. Patient name: Vivekanand tripathi 2. Age: 26 YEARS / MALE 3. Patient in: In Sakra Hospital 4. Ward number: 191 5. BU NUMBER: 792864 6. COVID result: POSITIVE SRF ID 2953200344761 7. Attendant name: Vibha 8. Attendant mobile num GVber: +919535382503
1389805861602660352,"#Bangalore #Oxygen #Covid #Concentrator  Personally verified at 10:20AM  Oxygen concentrator available, delivery within 2 days.  Contact no. 9900002941"
1389646697119109120,@Tejasvi_Surya I feel even oxygen scarcity is a scam just like this one. Might be a case for investigation
1389908287655657472,"@CovRelief   Need oxygen in Kormangala, Bangalore.  Any leads, please!!!"
1388716194404859906,#Oxygen #ICU #HomeICU  #DelhiCovid #DelhiNCR #DelhiSOS #SOSDelhi #CovidIndia  #Verified  Home ICU with oxygen available in Delhi Verified  https://t.co/oKZEaX3UUQ   https://t.co/XIJe0Tf1zT
1389466625833844741,"@PiyushGoyal Sir Need urgent oxygen cylinder at Metro Hospital &amp; Cancer Institute: Community Center, 21, Acharya Nagraj Marg, C Block, Preet Vihar, New Delhi, Delhi 110092. Contact Person:+917892416054-Rohit Singh. None of the given details have the oxygen cylinder Please🙏 help"
1389195816145866754,@krishnabgowda 24 souls killed for want of oxygen..!! What a disaster for the state which has the reputation of generating 3rd most revenue in the country.. The Ruling govt must take Moral responsibility..
1390122817622974466,Still searching govt. hospital bed in #Bengaluru  1. Patient Name : Chakra Bhadur Shahi 2. Age : 51 3. Area / Location : Kaggadasapura 4. Symptoms : persistent cough 5. Since how many days : 7 days 6. SPO2 Level : 86 7. Is patient on Oxygen Cylinder ? : No
1389183552227405825,"How about you give them their salaries? Maybe some ppe kits, some beds and medicines in their own hospitals when they or their family members need it!?!!!??????"
1388357685125386243,@htTweets @narendramodi And Sun rises in the east. Why even make such mundane statements as if till now people have been playing Kabaddi?🙄 Save some breath. Save some oxygen.
1388330105475305472,@ndtv Govt. should setup a task force to investigate what is causing fire in hospitals during such trying times and publish an advisory on SOPs to follow to avoid it.
1388884228834689027,Sir let us know if you get your oxygen when need for you and your family. #ResignModi
1389159548938719234,We don't have enough oxygen. Centre: Incorrect  We don't have enough medicines. Centre: Incorrect  We don't have enough vaccines. Centre: Incorrect  We have great politicians and leaders. Centre: Incorrect
1389910178737233923,"After Demonitization ppl where made to run,for gst same,for beds&amp;oxygen same, &amp;now for vaccination also same.Can't see senior citizens standing in queue for more than 3 hours for vaccine. @narendramodi @PMOIndia @Swamy39 @BJP4India @INCIndia @BSYBJP @Tejasvi_Surya @siddaramaiah"
1389585931858972674,@raghav_chadha Also mention.. How many oxygen plants u r setting up.. How many u got as donations or help. .. Etc..   Share daily effort spend on increasing.. Oxygen..    List ur effort except begging all over..
1389163876520890368,@SonuSood I need your support country will get oxygen
