label,id,tweet
O,1389465746875453441,"You are dying by your own suffering, there is neither hospital nor oxygen, because the government is in arrogance: Ravish Kumar."
O,1389465746875453441,"You are dying by your own suffering, there is neither hospital nor oxygen, because the government is in arrogance: Ravish Kumar."
O,1388568348238090240,#Oxygen #OxygenConcentrator  https://t.co/dtD2yuaIx4
O,1389085945757011974,"@pnagarjun There are at-home demises too, which don't make to hospital count."
O,1388385672239534082," https://t.co/HuxpsDGPLV  Many cases of #Fire in #Covid #hospitals, #killing #patients! Highly #dubious!  Cud vry wel b pland #murder. Wit #Scarcity of #OxygenCylinders, Unwilling #healthworkers, etc being causes.  Needs Investigation. @BBCIndia @ravishndtv @aajtak @COVIDNewsByMIB"
O,1388370127872172032,@XpressBengaluru @santwana99 Majority of trees along ORR must be less than 15 yrs old &amp; they could easily be translocated unlike very old trees. How many of them r planned to be saved? Metro is necessary but chopping of trees in mass wld obviously lead to Oxygen crisis. @cpro3naamametro  #savetreessavelives
O,1389476986234494977,"@BBMPCOMM U people still form committee sit and hatch eggs. All ur committees r f no use. It's utter waste. Do something which gives all d necessary info to public w.r.t bed, oxygen"
O,1388834985570971650,Why only normal people are dying? Why not politician's and there families??? Is it private hospital's are playing games 🎮 Corona knows who is rich and poor is it????  Government please answer this @BSYBJP @narendramodi @sowmyarajanna11
O,1389143368198856711,"@drashwathcn There are so many oxygen cylinders are being donated by other means, but still the government is struggling for reaching it to required patients 🙏🙏.......appreciable 👏🏽👏🏽👏🏽"
O,1388750387386077188,Thank you for all those who tried. The lady passed away last night due to lack of oxygen.
O,1389934333230665728,"When Bangaloreans were suffering with Covid without beds, shortage of oxygen and no one to carry out cremations. Mr Surya was busy in election rallies. Now suddenly he has appeared to divert the society. #DiaperSuryaExposed"
O,1389558179105628160,They are oxygen cylinders. Not assault rifles.
O,1389198757430915074,Arrange oxygen and vaccines man. Not had enough playing chela for personal gains ? @sambitswaraj
O,1389613504437493762,Hello @PCMohanMP @Tejasvi_Surya what have you done about centre disallowing Karnataka to use all the oxygen produced in house ? Why haven't you ensured union govt increased our quota ?
O,1389149275444195328,@BSYBJP @siddaramaiah @Tejasvi_Surya @drharshvardhan @narendramodi @AmitShah @PMOIndia @CMofKarnataka Are you reading this? Are you seeing this? Please do not let another Chamrajnagar hospital like disaster to happen!! Please please help here..
O,1389946940373147654,"Why don't you give the list of people who died due to lack of oxygen,treatment,beds  in bengalure hospital? Rather than the list of scam over bed booking? #DiaperSuryaExposed"
N,1389120813584969729,@indiacares_2020 HI. Need any lead for oxygen cylinder in UP.  I am from Bangalore and my friend admitted to a hospital in Bulandshahar
N,1389561584050085899,Mr. Priminister  We the senior citizens are not getting our 2nd dose of covishield vaccine as you have stopped vaccination in Private hospitals.  Please allow Private hospitals for vaccination of Senior citizens of Bangalore with immediate effect.  Regards . Arvind Gaur  Sadhana
O,1388576517752451072,"Heartbreaking. Please give attention on mental health of all Doctors, nurses, wardboys, cleaning staff, ambulance driver and workers carrying disposal of dead bodies, they are witnessing lot of pain and sorrows daily."
O,1389163922075230211,"In india, death is more due to lack of oxygen, medicines and ventilators. Sorry its not death, Murder by govt."
O,1389214946622279680,ಆಕ್ಸಿಜನ್ ಇಲ್ಲದೆ ಮೂವರಷ್ಟೇ ಸಾವು ಅಂತ ಸಚಿವರಿಬ್ಬರ ಸಮರ್ಥನೆ  https://t.co/phzs1j1EM6  #SureshKumar #Sudhakar #Chamarajanagar #Oxygen #COVID19 #CoronaVirus #KannadaNews
O,1389829047039918080,#Chamarajanagar Tragedy: #Karnataka govt appoints  retired Karnataka High Court judge BA Patil as a one-man commission of inquiry of 23 deaths in Chamarajanagar district hospital due to oxygen shortage on 3 May. Commission shall submit it's report within 1 month. @IndianExpress  https://t.co/iOCRXCEpQe
O,1388760730229383180,@uni_con1 Mention the hospital name!
O,1390002630500380675,"@VarierSangitha @RituRathaur @narendramodi @BJP4India Patience, Mam! Patience! You too will see the reality when someone close to you is gasping for oxygen or going through the trauma of searching for bed/icu/ventilator..  We Indians has this bad habit of ignoring the reality until unless it effects us personally  :)"
O,1388527620191657994,"@jain_kriti_ Why can't he setup a O2 plant in delhi, china was able to built a hospital in a week's time during their worst phase of covid"
N,1389979210798694402,"@poorna_choudary Arehalli.. any area at bsk 3rd stage. even if its far ok, just need a oxygen bed bro."
O,1389261688600371206,@KanganaTeam Why has the oxygen reduced where you are? Is it because of the Co2 you emit?
O,1390039264604221444,"(3/n) #2. The wait for an oxygen bed will be long. So after booking a bed, focus on getting an #oxygencylinder to use at home immediately &amp; also cos most hospitals want you to bring your own.   You'll have to make 100s of calls, so get help from friends &amp; colleagues &amp; divvy it up"
N,1389509998493974529,Covid Patient @ sewakshetra Bsk needs ICU care.South zone asked to contact 108 that’s not connecting&amp; 1912 no response @CMofKarnataka @BBMPCOMM @DHFWKA @WeAreBangalore @CovidKarnataka
O,1388360528959967234,https://t.co/Ugpp94nwZx  #ambulance #kannadanews #seculartv #uttarpradesh #upcovid #uttarpradeshsichation
N,1389137659960840194,@Nivivacious @nikhiljoisr @Numb_Skull Guys he needs ICU care..entire family is Covid +ve and in a different hospital and is alone there. Is there any lead? 4-5 folks have been trying 108 and 1912 but no luck..he needs to be transferred asap :(
O,1389253472319459329,I don’t know y bed is required? Wat we need oxygen ventilator and icu that’s the need
O,1389592793593507849,@alokkumar6994 @Captain_Mani72 Please handover the responsibility of booking and hospital management to @TCS . They can assure you transparency and would work 24*7 to assure best service for common man.
O,1389085148377862147,Karnataka government cautions against ramping up medical facilties owing to limited oxygen supply  https://t.co/SWbMIfxuig @epigiri @AnantBhan @RangappaPradeep @drvishalrao @XpressBengaluru @NewIndianXpress @mercymission1 @MisbahFathaheen @WFRising @BellandurJothge
N,1389209591796228100,Still waiting for a oxygen bed .plz help @sabyaactor @SonuSood @CTRavi_BJP
N,1388723007569371141,Need a hospital bed with ICU &amp; Ventilator facility in Mysore. Please contact on 9590927669 for any leads.
O,1388424324986535936,"Hemkunt Foundation is doing incredible work in Delhi NCR and saving countless lives by running a network of Oxygen cylinders and an O2 drive-in facility. You can help @Hemkunt_Fdn save more lives by contributing here.   https://t.co/49iMAoroFB (60% done, Target - 5 Cr)"
O,1389686073178038272,@DrKaloo what are we doing to increase atmosphere oxygen from 21% to 30% ..one day will come atmosphere oxygen will be 10%..plan today for tommorow..please plant 10 trees @DrKaloo
O,1389982299358257154,@TarakFanatic Any one affected from covid-19 needs *Bed* *ICU Bed* *Oxygen Cylinders* *Oxygen Concentrate* can inform me. I am part of Yuva Raksha from M P TEJASVI SURYA office as volunteer indirectly.  R.C.Kantharaj  *+91 98860 67078* *+91 93416 67078*
G,1388386510701875202,Verified Information 1st May 11:45am  1 Oxygen Beds available at Columbia Hospital.  Contact Details : 9822569213  #Nagpur #NagpurSOS
N,1389217744789274624,"Request Number : 56-South PatName : Annapurna Request Type :  ICU+ VENTILATOR Location : Bangalore, Karnataka Caregiver - 9741056120 (Dilip), The patient is already admitted to Columbia Asia hospital, but no ventilator is free there. @SonuSood @srinivasiyc #SOSIYC @OfficeOfDKV"
O,1388414904604905472,"@madhviraj710 @captsinghjs @KanganaTeam Wo to theek hai behen, pehle Oxygen ka stock dekh lena. Baaki sab changa si."
O,1389637404043079681,"Do you know about this magical position? It frees up your lungs &amp; clears the air waves. Oxygen Saturation levels go up by several points just by lying down in this “prone position” For those with mild Covid isolating at home, or waiting for admission this is MUST. #Proning  https://t.co/k5dI9XRuFO"
O,1389693879578873857,@AddlCPCrime @CPBlr  Please notify to the public to call the local police stations to use the police vehicles in case of medical emergencies to reach out to the nearest hospitals if they cant get the ambulances at that time. Every second matters at the tough times.
O,1389486805771177986,If you are thinking of buying an oxygen concentrator.. plz see this first. #OxygenConcentrators #Oxygen #CovidIndia #CovidResources #OxygenConcentrator #OxygenCrisis #CovidHelp #COVIDEmergencyIndia  https://t.co/v71p1vw7WH
O,1388751849604345857,"Caught in crisis politics, New Zealand High Comm deletes oxygen SOS to Youth Cong  @IYC @NZinIndia   https://t.co/owj4HDDjEc"
O,1388320105470173186,"O tarbuj, varti yaa  Fadnavis gets a nasty welcome at a hospital"
O,1389620755663495172,"@ShivascribeTNIE @XpressBengaluru @santwana99 @DCMysuru @mla_sudhakar @DHFWKA @drashwathcn I think if a patient is eligible under AB-ARK, its given free by the hospital. If not, due to shortage, docs are asking attendants to buy it from any pharmacy. This is forcing people to go to the black market as severe #remdesivir &amp; #oxygen shortage continues."
N,1389980581954351104,"@srinivasiyc  #SOSIYC  Sir, need an oxygen cylinder for our colleague, please do the needful, it's urgent , please support"
O,1388789733711519753,"@swastika24 This is a fraud number. I had called. They wanted advance money online, did not even bother asking where the oxygen needs to be delivered. Also, they mentioned their location was Dum dum, not Kalighat."
O,1389138011657408515,@kulsumrashid18 @Harshit43522371 Were you able to procure oxygen concentrator using any of these leads?
G,1388404626496450563,"@kidrauhlradixnt @pranavsapra Please call/message Park Hospital, Meera Bagh, Faridabad at *01145323232*. (Last verified: 37 minute(s) ago)"
O,1388450348801527817,India Today? Ache Din? Where is the oxygen? People should have demanded oxygen cylinders in exchange for votes in West Bengal.  https://t.co/OlQa8nwXaN
N,1389451235355369473,"@TajinderBagga @GautamGambhir pls help.  Plasma needed at LNJP Hospital, New Delhi  Patient Name - Rahul Shanu Age 37 years Blood Group - B+ (but any group would work) Contact person - Rohit Bhanu (8452884563)"
O,1389917781580152833,"May 4- Bengaluru hospital runs out of medical oxygen, two patients die  https://t.co/ZHmWpMQnVJ"
N,1388431203435417600,"Need Oxygen Bed in Mayur Vihar, East Delhi. @TheProductfolks any Leads?"
O,1389149175409876995,Karnataka: 24 #COVID19 patients die at government hospital due oxygen shortage      https://t.co/JmecOpB5Xy     #ResignSudhakar #OxygenShortage #ModiMadeDisaster
O,1389948388762816513,@Nokiasatyam @neeraj_men @INCIndia Kyun Abb waha jaake pataa kareinge kya.. Poore Jaunpur ka hee aankadaa pataa kar lo kitane marr rahe hain roj. Gaon gaon nahi jaa sakte to sirf sadar ke govt hospital aur Sunita Hospital jaakar hee dekh lo kitane log mare rahe hain.
O,1388729692971094023,"@DChaurasia2312 @pankaju17 @ril_foundation @mpparimal @DChaurasia2312 please raise the real issues like how govt is going to hanlde bed/oxygen shortage, writing from hospital and tried last 4 days doing so...can't there be one helpline no for each catagory to stop blackmarketing and Missuse...Sr. Journalist need to raise this"
O,1389115803266469891,"I am attaching few pics as well. Our house is in Giri Road, Opp to Girls High School, JASNAL Complex, Berhampur. In these covid times everyone is doing video consultation and even hospitals are recommending the same. Avijit 8951200405 @BrahmapurCorp @Ganjam_Admin @SP_BERHAMPUR  https://t.co/dCWi5XgfXh"
O,1388771049894944770,"Looking at victory celebrations across the states, one would think we have delivered oxygen to all the hospitals in India.   #Covid19India #Elections2021"
O,1389514561145950210,"@VedantRange1 @Himansh95057608 @AnuragC72241633 @flyingbeast320 Bhai usne govt hospitals ke liye 400 se 300rs kar dia..150rs main profit hoga lekin R&amp;D ke liye nyi ho payega further covid waves aaya toh aur nuksan hoga..covid evolve bhi ho raha hai indian,uk,African mutation etc naye version hai"
G,1388356113532260352,HOME OXYGEN CONCENTRATOR AVAILABLE IN BENGALURU. Contact details 👇🏼  #HomeOxygenConcentrator #Bengaluru #Bangalore #Covid192021  https://t.co/pGXz7jFsTp
O,1388708088107069442,"@BoskyKhanna @namma_BTM @CMofKarnataka @PCMohanMP @NewIndianXpress @XpressBengaluru @santwana99 @BBMPCOMM @DHFWKA @NammaBengaluroo @NammaKarnataka_ @Namma_ORRCA @BAFBLR @BellandurJothge @_kanakapuraroad 👏👏Photo to be framed and hung. People are running from pillar to post for hospital beds, medicines, vaccines and our GREAT CM IS SITTING FOR A PUOTO OPP‼️‼️🤷‍♂️ Don’t know if we have to be ashamed for having elected this incompetent government or they for not doing their job 🙀"
O,1389856050426171393,"This is the reason why people are dying in Karnataka due to #Covid19 @DHFWKA @BSYBJP   Instead of supplying oxygen to hospitals, their maximum request quota has been reduced.   Yeah kya ho raha hai @narendramodi @BJP4India @BJP4Karnataka   Source: @the_hindu 05-May Edition  https://t.co/sH2ewzxK4u"
O,1390185109865652226,@Nikhpai @srinivasiyc Pls confirm which hospital &amp; allocation number as no call was recieved yet by attender.
O,1389643790055477250,"@ndtv @ZeeNews @nstomar @PMOIndia the family has already lost Mother and Son last week, if he loses his father in lieu of a ventilator bed, it will be devastating, plz help 🙏 Paras Jain, Spo2: 40, Jayarogya Hospital, Gwalior Con: Tarun Jain (son) M: 9168692753"
G,1389112574696771584,"@Nivivacious @peakbengaluru @darthdevi @nikhiljoisr They were O2 beds (occupied now), missed it in my tweet :( Currently, 5 general beds available in Vydehi hospital [080-49069000], verified 5min back at 12:24pm"
N,1389774790181851145,"Please help #SOSDelhi   1. Patient Name : Bhawana Sekhri 2. Age : 39 3. Area / Location : Delhi,  4. Symptoms : Critical Covid  8. Searching hospital bed since? : 3 May 11. COVID-19 Result: positive 12. CT scan severity ratio :  17/25 14. Attender's Mobile No. : +91 9820467107"
N,1388384654869340164,@Maesterr_piyush @rpallawi_ Urgent requirement: oxygen beds in Patna Bihar. Please share verified leads
O,1388462853384937480,No hospital beds No oxygen No meds No vaccine No plan No relief in sight Nothing short of a miracle can save us now!  #COVID19India #VaccineShortage #OxygenEmergency #COVIDSecondWaveInIndia
G,1389497246396211201,@i_m_shan09 @vineetkumar_s @SonuSood @Officialneha @BajpayeeManoj @DrKumarVishwas @TripathiiPankaj Pushpanjali Multispeciality Hospital  7+ ICU beds &amp; 1 Ventillator beds available  Contact number - 8406003102  VERIFIED by patna covid resources at 8:06 Am 4th May
O,1388803067576033281,Five Covid-19 patients die at Andhra Pradesh's Anantapur General hospital - Coronavirus Outbreak News  https://t.co/7vjE8v0ONr
O,1388447289027399681,Remember that guy Javed who converted his autorickshaw into a makeshift ambulance? Saying even Javed would have handled the situation better than Modi is a massive disrespect to Javed &amp; his autorickshaw.
O,1388751498658521089,"Caught in crisis politics, New Zealand High Comm deletes oxygen SOS to Youth Cong   https://t.co/nMlmkL0aTt"
O,1389099438849675265,#resignsudhakar Delaying his  approvals for oxygen procurement in state of Karnataka claimed many innocent lives . @INCKarnataka @INCIndia @brnaidu1978 @Aslam_khader @TimesNow @tv9kannada @IndiaToday @MoHFW_INDIA @WHO
N,1389552152100544520,"Urgent B+ Plasma needed Name :  Ranjit Shaw Age : 62 Gender: male  Area / Location : Jamshedpur, bagbera SPO2 Level (Without Oxygen Support) :65 Is patient on Oxygen Cylinder -yes Prefer Govt/Pvt/Any Hospital: TMH Mobile Number: Raj 8123435991 @yaifoundations @SonuSood #help"
G,1388885884347375620,"#Oxygen Refill #Lucknow #Kanpur  - Rimjhim Ispat, Hamirpur 9889843000 *Refill only for hospitals cylinders"
O,1388308554919026691,#Delhi oxygen bed with dialysis care
O,1388337292234792964,"@ShereenBhan @CNBCTV18Live Great to see this opening up. First Apollo , now Fortis. Private hospitals should lead the way in accelerating vaccination.They should now tie up with  large corporates and MSMEs to conduct onsite vaccination camps for their employees &amp; enhance the coverage."
O,1388440075009097731,"Speech Therapist: Government Of Goa, Goa Medical College &amp; Hospital, Bambolim Goa inviting applications for the engagement of following position: Speech Therapist No. of posts: 03 UR-03 Pay Scale: L-5 Rs.29,200/- Educational Qualification: Essential: 1.…  https://t.co/drV8z24Xbe"
O,1389301399859580928,"After 20th April, we spent five days for figuring out the Oxygen generation, we failed.  We looked out for real time bed webapp, but we realised, real info on bed availability is difficult.  Last seven days we tried to amplify leads but realised as the days passed,"
G,1389940189812826113,"AUTO AMBULANCES SERVICE: fitted with #oxygen support in #Delhi   Helpline: 9818430043/ 011-41236614 #Verified at 12:59 PM, May 5th, 2021   Please amplify these for #Maharashtra and #Delhi • #COVIDEmergencyIndia #CovidResources    https://t.co/vMxtkAO79s"
O,1389151294510669824,Watch: As many as 24 #Covid19 patients died in the last 24 hours after a government hospital in #Karnataka’s Chamarajanagar allegedly ran out of medical oxygen. @IndianExpress  https://t.co/qlsIvPLynT
G,1388899573305724929,#Indore Oxygen refilling and beds.  https://t.co/YEnRMdt4gN
O,1388670233397719042,@CMODelhi @mygovindia  Please confirm when the vaccine slots are updated by hospitals
O,1389954723835383816,"@BarigalShri @Tejasvi_Surya Even with more number of cases reported on daily basis , 100 HDU , 29 ICU and 13 ICU with Ventilator are available.  https://t.co/1d9iYylTQr"
O,1388857383774945281,"@narendramodi @PMOIndia we are trying to get one Oxygen bed since 24 hrs, We have not received BU number as well... Should I wait for the patient to die???? Please help - Emergency from Bangalore"
O,1389463603921657858,"@paraschopra I moved to india 15 years back. Unfortunate, I ask myself should I leave. Why? I do not have Aadhaar. I am techie, do not want to steal citizen data.  hindutva  #no2uid . I want hospitals and not just e-health."
O,1390098258295353344,"Yes, Nehru is responsible for the medical infrastructure that was not built. The oxygen plants still only on paper. #sheesh."
O,1389433234023272448,"Mrs Pallavi, expresses her gratitude towards  Dr Shweta Yadav at Ovum Hospitals. Mrs. Pallavi is grateful for the all the care and support received during her pregnancy and delivery by Dr. Shweta and her team.  #patienttestimonial #happyparent #ovumhospitals  https://t.co/CoQzMKCgJB"
N,1388431980170076164,"@Shivam_jain_21 @SonuSood Hello sir ji, bahut urgent hai abhi ek B positive blood group ka plasma doner chahiye... Upadhyay hospital, room no. 303 Second floor, agra Patient name-adarsh Srivastava Covid positive Mob-9929556501"
O,1388537595521425413,"Four #COVID19 patients succumb due to #OxygenShortage at KBN hospital in #Kalaburagi district. There was acute shortage of oxygen in hospital from evening.  Just this morning, Health Min Sudhakar was there &amp; assured that measures have been taken.  @IndiaAheadNews #OxygenCrisis  https://t.co/ilaCBrPHPz"
O,1389176469880856580,At last media started to give information about the oxygen status in hospitals few minutes prior it exhausts... surely it helps
N,1388426257621131267,"Guys her oxygen level is dipping down, please help us to find a bed in any hospital. @Tejasvi_Surya @BBMPSouthZone @BBMPCOMM @BBMPRRNagar"
O,1389303433199456258,@Marl_boro_17 @darthdevi tried this! patient is in need of both oxygen and a bed  trying to get this first and then probably try to escalate it to ICU
O,1389540344744878087,"Since last many hours, my heart is beating loud for my city of destiny #Vizag.  Seriously I am very concerned for my people there.  We don't have enough hospitals there too.  Bhagwaan maaf Karo sabko. Bachao ab sabko."
O,1389216905106386945,"@neha_aks we did We increased testing capacity bought enough ventilators, ppe kits etc. last year O2 was not an issue as hospital cud mange with their current supply. Sudden spike is the reason. we cant say we were unprepared but yes we did not anticipate this"
O,1388723208627523585,@RjSmritii Ma'am I have time till tomorrow can I get any lead for oxygen I want with cilender because not getting Mt cilender I promise if anyone urgent need more then my father I will help him whatever cast I am ready to pay any lead please share 🙏🙏🙏
O,1388364542946680833,@ANI need urgently oxygen cylinder in dwarka please help
O,1389944435530616845,"@MotwaniSuhas @aditipar @RyanChadha @adityamohanty_ @VK84015570 They were looking for an oxygen bed. They got it themselves on a call with bbmp. I thought they had no beds when I checked in the morning, so was surprised."
O,1388362066042318848,Modiji trying to use less oxygen so that others can have it @Joydas  https://t.co/HVVJLiznoz
O,1388914650100551680,"ESIC hospital, Rajajinagar. Also, I was told to 'keep cash with you for a quicker admission process'."
O,1388586322743332864,@TmPreet @whydhoble @HeyArav @srijancse @whydhoble no leads for ventilator but do have some leads for oxygen bed. DMing you details.
O,1389175983861899265,"Addressing the reported lack of hospital beds, oxygen and Remdesivir amid the COVID-19 crisis, the Karnataka High Court on Thursday passed a set of pertinent directions to the State government.  https://t.co/6Bfyqwevcb #advocate ##lawyerkart"
O,1389201233924304897,India COVID patients ‘die due to oxygen shortage’: Live news - Al Jazeera English  https://t.co/387EXXWiCS #diabetes #vingscommunity #news
N,1389503409502396420,"Patient Name : Surya Narayanan 2. Age : 56 3. Area / Location : #13/13,Devarachikkanahalli, IIMB POST, B G Road, Bengaluru, Karnataka 560076 4. Symptoms : Breathing difficulty/tiredness  5. SPO2 Level : 70 6. Is patient on Oxygen Cylinder ? :  Yes  #CovidHelp #CovidResources"
O,1388528636546797572,@SK10940154 @Piyu_Nair Not Yet!...  But Maybe My Turn Can Come Because Of My Job... &amp; Roadside Bed Without Oxygen Can Be My Final Destination 🙄   https://t.co/ueUcdBtrsp
