id,tweet
1389124939530178563,"When lakh of people are struggling to get even Oxygen these people are getting ""Hospital Bed"" .  Inhe Prayer ki kya jarurat."
1389124939530178563,"When lakh of people are struggling to get even Oxygen these people are getting ""Hospital Bed"" .  Inhe Prayer ki kya jarurat."
1389661134030917633,@Tejasvi_Surya Same problem persists in tier 2 and tier 3 cities of Karnataka and outskirts hospital in Bangalore but reporting is fuged .if money is there is kickback bed is available.
1389803777075548160,"@PMOIndia sir, all hospitals. And labs now need d dimer tests, crp tests kits for testing infection. But becoz of Lockdown no kits available and manufacturing. Kindly allow such supplying industry"
1389024388733825024,"What is needed now?  Multiple Temporary hospitals providing TIMELY oxygen supplementation to as many people with mild respiratory distress (poor oxygen saturation) to save many lives. Otherwise, most of them go into severe distress and it becomes that much difficult to help. 1ofN"
1389624658408841219,"@untouchableYann vaccine shortage , oxygen cylinders shortage"
1389212075365261312,"@ujjawalmittal94 Hi Ujjawal, please DM us your contact details and our team will get in touch with you regarding your concern."
1389506012898422785,"@CMofKarnataka @BSYBJP @mla_sudhakar Respected Sir, please bring in a transparent inventory system for oxygen &amp; medicines to stop medical mafia 🙏🙏🙏"
1388303497955733507,"@CNNnews18 The only thing that was required was banning international flights. Again rich people brought the deadly variant of virus and poor pple are dying. Pple were flaunting their Maldives pics, here pple are struggling for hospital beds and oxygen."
1389534754656034818,@Tejasvi_Surya : Good work in exposing the ICU bed booking scam involved all hospitals in Bangalore. Looks like all powerful people are blocked the beds even if th COVID19 symptoms are mild . The centralized system must be in place to allocate bed based on patients condition.
1388844129124114436,"@BloodDonorsIn Jhansi , in need of Plasma for O+ve Patient Name : Pankaj Saxena HRCT Scan Score - 23/25 Oxygen Support Contact Number 9795192161 @CovidPlasmaIn"
1389677712265019392,Dealers in medical oxygen have been instructed by the district administration against giving oxygen cylinders for COVID-19 patients in home quarantine. The administration says oxygen is only for hospital purpose.  https://t.co/DHZAUjIvbH
1390011813400518656,@vinayak_jain @GautamGambhir Verified just now +91 81233 14373 Oxygen concentrators in Bangalore.  95k 8th May delivery 75k tomo delivery after 5pm
1389274641236062209,@SankethYS @s0h4m There are 15 oxygen beds in Grasslife healthcare  Channaraypatna  2.5 hrs out of Bangalore    They can also supply oxygen cylinders.  Have 12 jumbo oxy cylinders   Contact: Theerthu +91 99861 49134  Verified at 11:00 pm
1389406346613690369,@TOIDelhi @manzurali Sardar Patel has been suffocating since he was made a statue. Now the hospital in his name is also crying.
1389884949432438785,"@mla_sudhakar We cannot wait for things to settle down, govt needs to make some quick decisions and take swift actions. Our best people should manage the supply chain of Oxygen, Beds, medicine, vaccines."
1390106892467269636,@rajivtango fake IItian ke kartootein. Block oxygen from reaching the city and then cry foul ! Free wifi and langar to fake farmers protests but no oxygen for people in hospital beds !  https://t.co/44n7iuhH3G
1389878941519794177,@isha_pant @kA7thiK @slangaluru @covidbangalore Hi not yet ma'am. The hospital is taking too long to raise the indent. I called up drug control. They have confirmed that they've not got the indent from the hospital
1389710405195370497,@vikramhegde One of the doctors was saying administering steroids too early is causing oxygen crisis. Is it the case?  The virus is spreading fast the tool that the state govt has is containment locally or total lockdown. Lower rung people are frustrated living with no income.
1389517884829884416,"@NitishKumar @NitishKumar aisa lagta hai bihar ki janta to abhagi hai, koi media bat nai karti yaha kya hal hai uske bare me, khud chief minister kuch nai kar paraha, oxygen aur beds to bas delhi ke logon ke liye hain. Bihar ke log to bas election me vote dene ke kam ate hain"
1389167550005530629,"@prachi_mech @dankchikidang App is for registration and selection of hospital for administering vaccine. 2 parts  1st part will go on and once the vaccines are available in good enough quantity, 2nd part will kick in.  As I said, none were prepared for this massive roll out."
1388779540386701314,#COVID19 #DelhiNCR #bed #ICUBeds any leads for O2 enabled ambulance in Ghaziabad NCR?  Phone - 9620196691  @Hemkunt_Fdn   @india_oxygen   @swasthorg   Please amplify
1389444969828470785,@OfficeofAshwath @drashwathcn 2 pages are blur sir form for monitoring of oxygen use and Guidelines for Rational use of oxygen for management of covid-19  2 pages are blur  https://t.co/7f7CKcI8Xv
