id,tweet
1389537660750864387,"Among the world’s 25 biggest emerging markets, India ranks last for the number of hospital beds per 1,000 citizens, fifth from last for doctors, and fourth last for nurses and midwives."
1389537660750864387,"Among the world’s 25 biggest emerging markets, India ranks last for the number of hospital beds per 1,000 citizens, fifth from last for doctors, and fourth last for nurses and midwives."
1388817883237543936,"@rsprasad 1. Trump ignored Covid millions died, Trump lost 2. Modi Amit Shah ignoring Covid &amp; millions of Indians  DIEING  3. If Modi Amit Shah don't stop Covid then BJP LOSES 2024 LIKE BENGAL 4. To Win Central govt should give vaccine Covid medicines oxygen freely to all"
1389902677065310209,"@republic @Tejasvi_Surya , diverting chamrajnagar tragedy and other murder by govt to a communal politics isn’t the solution. You &amp; your govt are equally responsible for every death due to shortage of Oxygen or Medicine anywhere in Karnataka #DiaperSuryaExposed"
1389160031447175169,"@dreamzdotcom @siddharthagigoo So far, Indian Railways has delivered more than 1125 metric tonnes Liquid Medical Oxygen (LMO) to Maharashtra (174 MT), Uttar Pradesh (430.51 MT), Madhya Pradesh (156.96 MT), Delhi (190 MT), Haryana (109.71 MT) &amp; Telangana (63.6 MT)."
1389555608416768003,"@CMofKarnataka avre can we sort out this another hospital runs short of oxygen in Sanjaynagar, Bengaluru !  EVERY BREATH COUNTS ! @drashwathcn @mla_sudhakar @DVSadanandGowda @DHFWKA @BBMPCOMM #OxygenCrisis #oxgyenemergency  https://t.co/Q3M0qF9ppI"
1388855791562608640,@asura_bi Some hospitals seem to have slots. Apollo/Manipal mostly. But no idea when they open up slots and when they get booked off.
1389606653545222144,"@srinivasiyc @WeAreBangalore Please HELP🙏 Bangalore | URGENT need ICU bed with Ventilator | Remdesivir injection immediate Patient Name: Amit Agarwal Age: 39 years  Contact number: 8373901336, 9886524710"
1390177896069615617,@WeAreBangalore 7. Is patient on Oxygen Cylinder ? : Yes 8. Searching Hospital Bed Since ? : 5 days 10. Covid Test Done ? : Yes 11. Covid Result (+ve/-ve/Awaiting) : -ve 12. Prefer Govt/Pvt/Any Hospital ? : Any hospital 13. Attender Mobile No : 9113867089 14. Relation to the Patient : Son
1390160356203384836,@sourabhskhandel @MinakshiKandwal @ReporterRavish Any other leads ? Patient is on ventilator. Please see if you can help.
1390180098490331137,@zoo_bear @TabbuRao elderly retired personnel covid admitted in hospital looking for oxygen concentrator on rental basis in Bangalore. Please help. He wants to get discharged from hospital due to financial difficulty. @srinivasiyc #COVID @Tejasvi_Surya #BedsAvailability #COVID
1389802089648246787,One centre in entire city and that too is not a reputed govt or pvt hospital. Bohot risky bhai @fca_nikhil
1389232463998701569,@sowmyamani10 @ranjim @realmadrasi Which hospital? Maybe we can try through them...
1389411185137623040,@Shanthk14539914 @BSYBJP @narendramodi @BJP4India @BJP4Karnataka True that. At my area the intiall hospital (s) where ny mother had the first shot wasnt part of vaccination cetner in cowin website at the moment . It only states no vaccination site avialbe near by your pincode .
1389921676545064971,@SonuSood @SoodFoundation @RRRMovie  Need 2 oxygen cylinders in teatree hospital singasindra Bangalore
1389652994065534982,"@ZUBAIRZZEEH @CitizenKamran @BlrCityPolice It’s a genuine case , there are videos , to prove @CitizenKamran. Stop spreading fake news ! @BlrCityPolice there are videos available with siblings in touch and also the person(not related to old man ) who took the old man to hospital and looking After him is ready to call !"
1388778691446988802,@Aadhiraspeaks I am going throug worse...atleast 10  to 15 of my cousins and their families are hospitalised and we are running every where to get just oxygen...worse period of my life..pls stay home and stay safe..also if it is not too serious pls dont go to hospital..they will kill u
1388905187058741251,@Indiansproud @derekobrienmp @BJP4Bengal what a industry #Modi has.. people dying due to lack of #Oxygen lack of #Medicine industrialists escapes from country still you hope #Bjp will do any welfare in #India??
1388746425136123904,In 1999 Nitish Kumar resigned as railway minister after train accident. That was a different age. Will anyone in Centre and NDA and Modi regime resign for the continued oxygen shortage claiming lives in hospitals? For the horrors unfolding day after day? incompetence.. @BJP4India
1388554721674235905,"@saahilmenghani Now because the production has increased to 10,000MT centre has allocated more oxygen.Every state is getting oxygen based on the formula worked out by the experts...moreover the problem is 60% of hospitals does not have storage capacity...no other state has complained"
1389152010021203968,I saw an editor of a financial paper tweet and get a bed soon. My friends mom is struggling and has been for over a week. Powers that be: please please please help her.  Get Ritu's mom an ICU bed with Oxygen please. Delhi.  @srinivasiyc @TheProductfolks
1389926697437257731,"Social media is flooded with SOS calls pleading for oxygen &amp; medical aid amid the second Covid wave, but Union ministers keep thanking PM Modi online — constantly. @AneeshaBedi @khanthefatima  https://t.co/Tsq7mpOVi3 via @ThePrintIndia"
1389847010321211393,"For lack of oxygen, units making oxygen cylinders shut down  https://t.co/vWxgh2x7N7 via @IndianExpress"
1389790874599448577,@BloodDonorWorld  O+ plasma required  Bangalore  Sri sai ram hospital Hulimavu I have the prescription and all Please amplify and help  #PlasmaRequirement #bangalorecovid #COVIDHelpbangalore
1389151654344159235,"@Tejasvi_Surya #BjpDestroyedIndia and also in #Chamarajnagar 24 were killed due to the shortage of Oxygen supply the BJP Government in karnataka, all the deaths are Murders instead due to poor mis management from the Government."
1389942499515396097,"@Dev_Fadnavis @fadnavis_amruta @nitin_gadkari @drsujayvikhe Pls help - 3 doses of Remdesivir injection need tomorrow 6th May 2021. Hospital Details: Kukreja Hospital, Tarabai park, Kolhapur Patient Details : Rasul Chand Gafar Contact: 9028802414 Salman"
1388857078240858116,"@104_GoTN Name: Gopalakrishna Dasika Age/Gender: 54/M Phone No: 7200850636 Area: RA Puram RT-PCR: Positive  Name of the Hospital: Current requirement (Beds-Normal/Oxygen/Ventilator): ICU bed with O2 SpO₂ reading: 95 Chest CT Score: 10-15% Other remarks: Collapsed, revived by CPR"
1389100580501561344,How to find bed at hospital in Bengaluru for covid-19 patients.  https://t.co/BNcDTiwUGo
