id,tweet
1388768533027299333,Situation of this patient is too bad. Urgent help required.   Any help to get a ICU ventilator bed. Patient is in emergency  @AshwiniMS_TNIE  @samyuktahornad  @RR_RiteshRanjan  @BBMPCOMM  @Tejasvi_Surya  @MisbahFathaheen  @Captain_Mani72  https://t.co/68oF1O3wun
1388768533027299333,Situation of this patient is too bad. Urgent help required.   Any help to get a ICU ventilator bed. Patient is in emergency  @AshwiniMS_TNIE  @samyuktahornad  @RR_RiteshRanjan  @BBMPCOMM  @Tejasvi_Surya  @MisbahFathaheen  @Captain_Mani72  https://t.co/68oF1O3wun
1389111588976619523,KL Rahul was flown from Ahmedabad to Mumbai for an Appendicitis operation. Wondering why? Was theren't any good hospitals in Ahmedabad or there no good doctors available to do appendicitis surgery? @klrahul11 #IPL #PunjabKings @BCCI
1389832366084919299,1. Patient Name : Arokya Judia 2. Age : 49 3. Area / Location : Kammagondanahalli 4. Symptoms : dropping saturation level and body pain 5. Since how many days : from 26th April 6. SPO2 Level : 45 7. Is patient on Oxygen Cylinder ? : no  @Tejasvi_Surya
1389911975946301448,"Karnataka Vaccination rates have crashed to below 50,000/day  Karnataka's Hospitals are seeing Oxygen deaths as supply of oxygen from Center isn't proper  Bengaluru South needs more ICU Ventilator Beds  As a MP, instead of raising all these, @Tejasvi_Surya focuses on communalism"
1388705961460703235,"Could not find a single ventilator in the entire Delhi and the patient succumbed. Situation is probably the same here in Blore too. Makes me think, how our politicians are getting bed,ventilator,oxygen @NammaBengaluroo @WeAreBangalore @AamAadmiParty #DelhiCovid #DelhiNeedsOxygen"
1390016499558096898,Delhi Hospital Study Finds 16% Vaccinated Individuals Tested Covid Positive - NDTV  https://t.co/RdH1dKNg5m #diabetes #vingscommunity #news
1389126615813132288,Film critic #RajeevMasand is reportedly in a critical condition at #KokilabenHospital in #Mumbai. He had tested positive for #COVID and got hospitalised when his #oxygen levels went down.  https://t.co/i7ilr3a7QC
1388395757133197313,"@peakbengaluru Name &amp; Age :  PALLATI PRAMOD KUMAR, 38yrs O2 level, using cylinder? :70 Symptoms &amp; since when : tested covid positive on 26/04/2021 Covid Result : Positive  Bed requirement : ICU + ventilator Caretaker number(s) : +919886021524(Hamsa)  SRF ID : 2952511293981  BU No : BU-677096"
1389845405056192517,"@nadeemcyclist @RealShubhi @IfraJan_ @islahmufti @OmarAbdullah @AdityaRajKaul pls chk aiims and NKS Hospital, Gulabi Bagh"
1389185838806749184,"Blood Requirement Name of patient - Kushaall Blood grp - Any group (replacement) Units - 2 units Hospital - Rotary Ttk blood bank , Thippasandra Bangalore Phone - 7019 172 531 @BloodDonorsIn @BloodHelplineK3 @blkkd @Blood4Help @bloodconnectorg"
1389835253158535168,@Tejasvi_Surya @NandanNilekani There are already available templates for reservation system like hotel OR hospital with companies like Infy or TCS. they would have developed 100's already for various customers inside India or abroad. Definitely its doable in less time. Thanks Tejasvi for leading this 🙏👏
1389551590374215682,"Need an #ICUBed with oxygen (15L/hr) in #DelhiNCR.  Patient is 45 years old, current O2 level is 70 with support. Please share any verified leads.   @delhicovid191 @covid19indiaorg @COVResourcesIn #CovidResources #CovidDelhi"
1388695264743936005,"SUSHMITHA, age 28 pregnant lady is in need of #ICUBed Currently admitted in Gousia hospital, Bengaluru. Oxygen level is 89 Ph: 9550170120  Please help @AshwiniMS_TNIE @samyuktahornad @ShraddhaSrinath @peakbengaluru  @WeAreBangalore  #ICUBedNeeded  #COVIDEmergency  #COVID19"
1389055434351251456,8. Searching Hospital Bed Since ? : 5 9. Present location of patient (Hospital/Home): Malagala 10. Covid Test Done ? : Yes 11. Covid Result (+ve/-ve/Awaiting) : +ve 12. Attender Mobile No: +91 8310791911 13. BU Number: BU-796541 14. SRF ID : 2952511782959 @BengaluruSOS
1390182564573302784,"@mkvenu1 @virsanghvi Lying unused, but are they unusable when necessary? Very few patients are being intubated. Oxygen is in short supply, not ventilators.  The greater crime is some specific numbers have not even been unboxed. And some specific locations have no intensivists to operate them."
1389140523068190723,#DelhiHighCourt asks Centre to respond to #Delhi govt’s request for #Army’s help to set up hospitals with oxygenated and #ICU beds to treat #COVID19 patients.
1388463390843052036,"@SonuSood URGENT: We need 1 Oxygen Cylinder or 1 Oxygen Concentrator in Gurgaon/Delhi, please do let me know if someone can sell or give on rent. This is for 75 years old covid +ve patient.  Pls call/whatsapp/message at 9731037138 or just share contact details in the comments."
1388338850641055745,"@CMODelhi instead of stopping metro, why don't you use it only for medical services. Like patients going hospital, transporting oxygen cylinders etc."
1389990213087240197,KGF VTV NEWS-100 Oxygen Concentrators at GH Very Soon “MLA” –MP Met DCM ...  https://t.co/gswIhrkA2o via @YouTube @MPKOLARSMUNISW1 @m_roopakala
1389150300045414403,ಚಾಮರಾಜನಗರ ದುರಂತ: ತಪ್ಪಿತಸ್ಥರ ವಿರುದ್ಧ ನಿರ್ದಾಕ್ಷಿಣ್ಯ ಕ್ರಮಕ್ಕೆ ಯಡಿಯೂರಪ್ಪ ಭರವಸೆ    #Oxygen   https://t.co/L7UUDS7Y54
1388444131714732036,"Please share and help 🙏 @RRRMovie  Need O+ve plasma for my Friends wife. In emergency, sigma hospital, Miyapur.  Contact no: +919866546143"
1389822060604522501,"@SonuSood  Urgent Plasma Requirement from Covid-19 recovered patient (30-60 days) Patient Name: Satyendra Kumar Tomar Age: 64 Hospital: Divine Multispeciality Hospital And Cancer Center, Wazirabad, New Delhi Hospital id: HOSP317 Attendant Name: Indraneil  Contact: 8800949350"
1389157411303280640,"Dear @CMofKarnataka @BSYBJP @mla_sudhakar @drashwathcn  This Hospital is playing games with people's lives. They are not following procedures for Oxygen availability thro chanels. Please look into this, save lives.  https://t.co/ya4FpS1onw"
1388888029335486468,"@SonuSood @SoodFoundation My relative's condition is very serious, more than 80% lungs affected. She urgently need ICU with Ventilator Bed at Patna. Contact Details: Sonu Rai - +918884023494. Kindly help Sir to save her life. We are trying for last 2 days, but couldn't get bed."
1389219770122133508,@ManiBSinha Where are GURUDWARAS getting O2 but Hospitals don’t ?Why ??? @ArvindKejriwal @msisodia Conspiring? INOX has put allegations on you guys can @ndtv @RavishNDTV__  dare expose ?? @TimesNow @NewsX @aajtak @sudhirchaudhary @ZeeNewsEnglish @SushantBSinha @anjanaomkashyap @AdityaRajKaul
1388546174248898570,"@Rana52762809 @zoo_bear @srinivasiyc KC General Malleswaram has 200 Covid beds and 100 ICU ventilators available if anyone needs. Contact - 080-23344022 This might help, please try.  https://t.co/VydquzdJFZ"
1389826778038820868,@amitmalviya The same barometer can be held for Central Government for such structural failure of medical system and incorrigible handling of Covid crisis. You have lost Bengal. Stop languishing. Leverage your network to solve Oxygen crisis and expedite vaccination.
1389485899700785153,@sajanjohn Hi could you kindly check BGS hospital.. There was a vacancy verified 2 hrs ago by a patient who was admitted this morning..
